4s,6s,SR,balls,batsmanName,battingPos,dismissal,match,runs,teamInnings,out_notout,scorecard
3,1,100 00,32,Ibrahim Zadran,3.0,c Ali b Curran,Afghanistan Vs England,32,Afghanistan,out,T20I   1840
3,0,100 00,30,Usman Ghani,4.0,c Livingstone b Curran,Afghanistan Vs England,30,Afghanistan,out,T20I   1840
0,1,118 18,11,Najibullah Zadran,5.0,c Rashid b Stokes,Afghanistan Vs England,13,Afghanistan,out,T20I   1840
0,0,60 00,5,Mohammad Nabi c ,6.0,c  Buttler b Wood,Afghanistan Vs England,3,Afghanistan,out,T20I   1840
1,0,133 33,6,Azmatullah Omarzai,7.0,c Stokes b Curran,Afghanistan Vs England,8,Afghanistan,out,T20I   1840
0,0,0 00,1,Rashid Khan,8.0,c Hales b Curran,Afghanistan Vs England,0,Afghanistan,out,T20I   1840
0,0,0 00,1,Mujeeb Ur Rahman,9.0,c   b Woakes,Afghanistan Vs England,0,Afghanistan,out,T20I   1840
0,0,50 00,4,Fareed Ahmad,10.0,,Afghanistan Vs England,2,Afghanistan,notout,T20I   1840
0,0,0 00,2,Fazalhaq Farooqi,11.0,c Malan b Curran,Afghanistan Vs England,0,Afghanistan,out,T20I   1840
3,0,100 00,18,Jos Buttler c  ,1.0,c Mujeeb Ur Rahman b Fazalhaq Farooqi,Afghanistan Vs England,18,England,out,T20I   1840
0,1,95 00,20,Alex Hales,2.0,c Fazalhaq Farooqi b Fareed Ahmad,Afghanistan Vs England,19,England,out,T20I   1840
0,0,60 00,30,Dawid Malan,3.0,c Mohammad Nabi b Mujeeb Ur Rahman,Afghanistan Vs England,18,England,out,T20I   1840
0,0,50 00,4,Ben Stokes,4.0, b Mohammad Nabi,Afghanistan Vs England,2,England,out,T20I   1840
3,0,138 09,21,Liam Livingstone,5.0,,Afghanistan Vs England,29,England,notout,T20I   1840
0,0,116 66,6,Harry Brook,6.0,c Ibrahim Zadran b Rashid Khan,Afghanistan Vs England,7,England,out,T20I   1840
0,0,80 00,10,Moeen Ali,7.0,,Afghanistan Vs England,8,England,notout,T20I   1840
4,1,136 00,25,Paul Stirling,1.0,c Rajapaksa b DM de Silva,Ireland Vs Sri Lanka,34,Ireland,out,T20I   1841
0,0,20 00,5,Andy Balbirnie c ,2.0, b Kumara,Ireland Vs Sri Lanka,1,Ireland,out,T20I   1841
1,0,90 90,11,Lorcan Tucker ,3.0, b Theekshana,Ireland Vs Sri Lanka,10,Ireland,out,T20I   1841
2,1,107 14,42,Harry Tector,4.0,c Shanaka b Fernando,Ireland Vs Sri Lanka,45,Ireland,out,T20I   1841
0,0,50 00,4,Curtis Campher,5.0,c Asalanka b Karunaratne,Ireland Vs Sri Lanka,2,Ireland,out,T20I   1841
0,0,87 50,16,George Dockrell,6.0, b Theekshana,Ireland Vs Sri Lanka,14,Ireland,out,T20I   1841
1,0,150 00,6,Gareth Delany,7.0,c Karunaratne b PWH de Silva,Ireland Vs Sri Lanka,9,Ireland,out,T20I   1841
0,0,0 00,1,Mark Adair,8.0,c Karunaratne b PWH de Silva,Ireland Vs Sri Lanka,0,Ireland,out,T20I   1841
1,0,87 50,8,Simi Singh,9.0,,Ireland Vs Sri Lanka,7,Ireland,notout,T20I   1841
0,0,100 00,2,Barry McCarthy,10.0,,Ireland Vs Sri Lanka,2,Ireland,notout,T20I   1841
5,3,158 13,43,Kusal Mendis ,1.0,,Ireland Vs Sri Lanka,68,Sri Lanka,notout,T20I   1841
2,1,124 00,25,Dhananjaya de Silva,2.0,c  Tucker b Delany,Ireland Vs Sri Lanka,31,Sri Lanka,out,T20I   1841
2,0,140 90,22,Charith Asalanka,3.0,,Ireland Vs Sri Lanka,31,Sri Lanka,notout,T20I   1841
1,0,33 33,12,Mohammad Rizwan ,1.0,c Kumar b Arshdeep Singh,Pakistan Vs India,4,Pakistan,out,T20I   1842
0,0,0 00,1,Babar Azam c ,2.0,lbw b Arshdeep Singh,Pakistan Vs India,0,Pakistan,out,T20I   1842
5,0,123 80,42,Shan Masood,3.0,,Pakistan Vs India,52,Pakistan,notout,T20I   1842
2,4,150 00,34,Iftikhar Ahmed,4.0,lbw b Mohammed Shami,Pakistan Vs India,51,Pakistan,out,T20I   1842
1,0,83 33,6,Shadab Khan,5.0,c Yadav b Pandya,Pakistan Vs India,5,Pakistan,out,T20I   1842
0,0,50 00,4,Haider Ali,6.0,c Yadav b Pandya,Pakistan Vs India,2,Pakistan,out,T20I   1842
2,0,150 00,6,Mohammad Nawaz,7.0,c  Karthik b Pandya,Pakistan Vs India,9,Pakistan,out,T20I   1842
0,0,66 66,3,Asif Ali,8.0,c  Karthik b Arshdeep Singh,Pakistan Vs India,2,Pakistan,out,T20I   1842
1,1,200 00,8,Shaheen Shah Afridi,9.0,c   b Kumar,Pakistan Vs India,16,Pakistan,out,T20I   1842
0,1,150 00,4,Haris Rauf,10.0,,Pakistan Vs India,6,Pakistan,notout,T20I   1842
0,0,50 00,8,KL Rahul,1.0, b Naseem Shah,Pakistan Vs India,4,India,out,T20I   1842
0,0,57 14,7,Rohit Sharma c ,2.0,c Iftikhar Ahmed b Haris Rauf,Pakistan Vs India,4,India,out,T20I   1842
6,4,154 71,53,Virat Kohli,3.0,,Pakistan Vs India,82,India,notout,T20I   1842
2,0,150 00,10,Suryakumar Yadav,4.0,c  Mohammad Rizwan b Haris Rauf,Pakistan Vs India,15,India,out,T20I   1842
0,0,66 66,3,Axar Patel,5.0,run out  Babar Azam  Mohammad Rizwan ,Pakistan Vs India,2,India,out,T20I   1842
1,2,108 10,37,Hardik Pandya,6.0,c Babar Azam b Mohammad Nawaz,Pakistan Vs India,40,India,out,T20I   1842
0,0,50 00,2,Dinesh Karthik ,7.0,st  Mohammad Rizwan b Mohammad Nawaz,Pakistan Vs India,1,India,out,T20I   1842
0,0,100 00,1,Ravichandran Ashwin,8.0,,Pakistan Vs India,1,India,notout,T20I   1842
4,0,125 00,20,Najmul Hossain Shanto,1.0,c van Beek b Pringle,Bangladesh Vs Netherlands,25,Bangladesh,out,T20I   1843
2,0,100 00,14,Soumya Sarkar,2.0,c de Leede b van Meekeren,Bangladesh Vs Netherlands,14,Bangladesh,out,T20I   1843
0,0,81 81,11,Litton Das,3.0,c Cooper b van Beek,Bangladesh Vs Netherlands,9,Bangladesh,out,T20I   1843
0,0,77 77,9,Shakib Al Hasan c ,4.0,c de Leede b Shariz Ahmad,Bangladesh Vs Netherlands,7,Bangladesh,out,T20I   1843
2,2,140 74,27,Afif Hossain,5.0,c  Edwards b de Leede,Bangladesh Vs Netherlands,38,Bangladesh,out,T20I   1843
0,0,60 00,5,Yasir Ali,6.0, b van Meekeren,Bangladesh Vs Netherlands,3,Bangladesh,out,T20I   1843
0,0,72 22,18,Nurul Hasan ,7.0,c van Meekeren b de Leede,Bangladesh Vs Netherlands,13,Bangladesh,out,T20I   1843
2,1,166 66,12,Mosaddek Hossain,8.0,,Bangladesh Vs Netherlands,20,Bangladesh,notout,T20I   1843
0,0,0 00,1,Taskin Ahmed,9.0,c van Beek b Klaassen,Bangladesh Vs Netherlands,0,Bangladesh,out,T20I   1843
0,0,0 00,3,Hasan Mahmud,10.0,,Bangladesh Vs Netherlands,0,Bangladesh,notout,T20I   1843
0,0,0 00,1,Vikramjit Singh,1.0,c Yasir Ali b Taskin Ahmed,Bangladesh Vs Netherlands,0,Netherlands,out,T20I   1843
0,1,100 00,8,Max O Dowd,2.0,run out  Afif Hossain Shakib Al Hasan ,Bangladesh Vs Netherlands,8,Netherlands,out,T20I   1843
0,0,0 00,1,Bas de Leede,3.0,c  Nurul Hasan b Taskin Ahmed,Bangladesh Vs Netherlands,0,Netherlands,out,T20I   1843
6,2,129 16,48,Colin Ackermann,4.0,c Mosaddek Hossain b Taskin Ahmed,Bangladesh Vs Netherlands,62,Netherlands,out,T20I   1843
0,0, ,0,Tom Cooper,5.0,run out  Najmul Hossain Shanto  Nurul Hasan ,Bangladesh Vs Netherlands,0,Netherlands,out,T20I   1843
1,0,66 66,24,Scott Edwards c  ,6.0,c Hasan Mahmud b Shakib Al Hasan,Bangladesh Vs Netherlands,16,Netherlands,out,T20I   1843
0,0,16 66,6,Tim Pringle,7.0, b Hasan Mahmud,Bangladesh Vs Netherlands,1,Netherlands,out,T20I   1843
0,0,40 00,5,Logan van Beek,8.0,c Taskin Ahmed b Hasan Mahmud,Bangladesh Vs Netherlands,2,Netherlands,out,T20I   1843
1,0,112 50,8,Shariz Ahmad,9.0,c Hasan Mahmud b Taskin Ahmed,Bangladesh Vs Netherlands,9,Netherlands,out,T20I   1843
0,0,116 66,6,Fred Klaassen,10.0,,Bangladesh Vs Netherlands,7,Netherlands,notout,T20I   1843
3,1,171 42,14,Paul van Meekeren,11.0,c Litton Das b Soumya Sarkar,Bangladesh Vs Netherlands,24,Netherlands,out,T20I   1843
0,1,100 00,8,Regis Chakabva ,1.0,c  de Kock b Ngidi,Zimbabwe Vs South Africa,8,Zimbabwe,out,T20I   1844
0,0,33 33,6,Craig Ervine c ,2.0,c Ngidi b Parnell,Zimbabwe Vs South Africa,2,Zimbabwe,out,T20I   1844
0,0,100 00,1,Sean Williams,3.0,run out  Miller ,Zimbabwe Vs South Africa,1,Zimbabwe,out,T20I   1844
0,0,0 00,2,Sikandar Raza,4.0,c  de Kock b Ngidi,Zimbabwe Vs South Africa,0,Zimbabwe,out,T20I   1844
4,1,194 44,18,Wessly Madhevere,5.0,,Zimbabwe Vs South Africa,35,Zimbabwe,notout,T20I   1844
2,0,90 00,20,Milton Shumba,6.0,c  de Kock b Nortje,Zimbabwe Vs South Africa,18,Zimbabwe,out,T20I   1844
8,1,261 11,18,Quinton de Kock ,1.0,,Zimbabwe Vs South Africa,47,South Africa,notout,T20I   1844
0,0,100 00,2,Temba Bavuma c ,2.0,,Zimbabwe Vs South Africa,2,South Africa,notout,T20I   1844
2,0,88 88,45,Pathum Nissanka,1.0,run out  Marsh  Wade ,Sri Lanka Vs Australia,40,Sri Lanka,out,T20I   1845
1,0,83 33,6,Kusal Mendis ,2.0,c Marsh b Cummins,Sri Lanka Vs Australia,5,Sri Lanka,out,T20I   1845
3,0,113 04,23,Dhananjaya de Silva,3.0,c Warner b Agar,Sri Lanka Vs Australia,26,Sri Lanka,out,T20I   1845
3,2,152 00,25,Charith Asalanka,4.0,,Sri Lanka Vs Australia,38,Sri Lanka,notout,T20I   1845
1,0,140 00,5,Bhanuka Rajapaksa,5.0,c Cummins b Starc,Sri Lanka Vs Australia,7,Sri Lanka,out,T20I   1845
0,0,60 00,5,Dasun Shanaka c ,6.0,c  Wade b Maxwell,Sri Lanka Vs Australia,3,Sri Lanka,out,T20I   1845
0,0,25 00,4,Wanindu Hasaranga de Silva,7.0,c  Wade b Hazlewood,Sri Lanka Vs Australia,1,Sri Lanka,out,T20I   1845
2,0,200 00,7,Chamika Karunaratne,8.0,,Sri Lanka Vs Australia,14,Sri Lanka,notout,T20I   1845
0,0,110 00,10,David Warner,1.0,c Shanaka b Theekshana,Sri Lanka Vs Australia,11,Australia,out,T20I   1845
0,1,73 80,42,Aaron Finch c ,2.0,,Sri Lanka Vs Australia,31,Australia,notout,T20I   1845
1,1,100 00,17,Mitchell Marsh,3.0,c Rajapaksa b DM de Silva,Sri Lanka Vs Australia,17,Australia,out,T20I   1845
2,2,191 66,12,Glenn Maxwell,4.0,c sub  KNA Bandara  b Karunaratne,Sri Lanka Vs Australia,23,Australia,out,T20I   1845
4,6,327 77,18,Marcus Stoinis,5.0,,Sri Lanka Vs Australia,59,Australia,notout,T20I   1845
1,1,175 00,8,Paul Stirling,1.0,c Curran b Wood,Ireland Vs England,14,Ireland,out,T20I   1846
5,2,131 91,47,Andy Balbirnie c ,2.0,c Hales b Livingstone,Ireland Vs England,62,Ireland,out,T20I   1846
3,1,125 92,27,Lorcan Tucker ,3.0,run out  Rashid ,Ireland Vs England,34,Ireland,out,T20I   1846
0,0,0 00,2,Harry Tector,4.0,c  Buttler b Wood,Ireland Vs England,0,Ireland,out,T20I   1846
3,0,163 63,11,Curtis Campher,5.0,c  Buttler b Wood,Ireland Vs England,18,Ireland,out,T20I   1846
0,0,0 00,1,George Dockrell,6.0, b Livingstone,Ireland Vs England,0,Ireland,out,T20I   1846
1,0,120 00,10,Gareth Delany,7.0,,Ireland Vs England,12,Ireland,notout,T20I   1846
0,0,100 00,4,Mark Adair,8.0,c Curran b Livingstone,Ireland Vs England,4,Ireland,out,T20I   1846
0,0,100 00,3,Barry McCarthy,9.0, b Curran,Ireland Vs England,3,Ireland,out,T20I   1846
0,0,50 00,2,Fionn Hand,10.0, b Curran,Ireland Vs England,1,Ireland,out,T20I   1846
0,0,0 00,1,Josh Little,11.0,c  Buttler b Stokes,Ireland Vs England,0,Ireland,out,T20I   1846
0,0,0 00,2,Jos Buttler c  ,1.0,c  Tucker b Little,Ireland Vs England,0,England,out,T20I   1846
1,0,140 00,5,Alex Hales,2.0,c Adair b Little,Ireland Vs England,7,England,out,T20I   1846
2,0,94 59,37,Dawid Malan,3.0,c Hand b McCarthy,Ireland Vs England,35,England,out,T20I   1846
0,0,75 00,8,Ben Stokes,4.0, b Hand,Ireland Vs England,6,England,out,T20I   1846
1,0,85 71,21,Harry Brook,5.0,c Delany b Dockrell,Ireland Vs England,18,England,out,T20I   1846
3,1,200 00,12,Moeen Ali,6.0,,Ireland Vs England,24,England,notout,T20I   1846
0,0,50 00,2,Liam Livingstone,7.0,,Ireland Vs England,1,England,notout,T20I   1846
0,0,33 33,6,Temba Bavuma c ,1.0,c  Nurul Hasan b Taskin Ahmed,South Africa Vs Bangladesh,2,South Africa,out,T20I   1847
7,3,165 78,38,Quinton de Kock ,2.0,c Soumya Sarkar b Afif Hossain,South Africa Vs Bangladesh,63,South Africa,out,T20I   1847
7,8,194 64,56,Rilee Rossouw,3.0,c Litton Das b Shakib Al Hasan,South Africa Vs Bangladesh,109,South Africa,out,T20I   1847
1,0,100 00,7,Tristan Stubbs,4.0,c Litton Das b Shakib Al Hasan,South Africa Vs Bangladesh,7,South Africa,out,T20I   1847
1,0,90 90,11,Aiden Markram,5.0,c Soumya Sarkar b Hasan Mahmud,South Africa Vs Bangladesh,10,South Africa,out,T20I   1847
0,0,50 00,4,David Miller,6.0,,South Africa Vs Bangladesh,2,South Africa,notout,T20I   1847
0,0,0 00,2,Wayne Parnell,7.0,,South Africa Vs Bangladesh,0,South Africa,notout,T20I   1847
1,0,100 00,9,Najmul Hossain Shanto,1.0, b Nortje,South Africa Vs Bangladesh,9,Bangladesh,out,T20I   1847
0,2,250 00,6,Soumya Sarkar,2.0,c  de Kock b Nortje,South Africa Vs Bangladesh,15,Bangladesh,out,T20I   1847
1,1,109 67,31,Litton Das,3.0,c Stubbs b Shamsi,South Africa Vs Bangladesh,34,Bangladesh,out,T20I   1847
0,0,25 00,4,Shakib Al Hasan c ,4.0,lbw b Nortje,South Africa Vs Bangladesh,1,Bangladesh,out,T20I   1847
0,0,20 00,5,Afif Hossain,5.0,c Parnell b Rabada,South Africa Vs Bangladesh,1,Bangladesh,out,T20I   1847
0,0,84 61,13,Mehidy Hasan Miraz,6.0,c Markram b Shamsi,South Africa Vs Bangladesh,11,Bangladesh,out,T20I   1847
0,0,0 00,3,Mosaddek Hossain,7.0,st  de Kock b Maharaj,South Africa Vs Bangladesh,0,Bangladesh,out,T20I   1847
0,0,33 33,6,Nurul Hasan ,8.0,c Nortje b Shamsi,South Africa Vs Bangladesh,2,Bangladesh,out,T20I   1847
1,0,58 82,17,Taskin Ahmed,9.0, b Nortje,South Africa Vs Bangladesh,10,Bangladesh,out,T20I   1847
0,0,0 00,2,Hasan Mahmud,10.0,run out  Rabada ,South Africa Vs Bangladesh,0,Bangladesh,out,T20I   1847
0,1,300 00,3,Mustafizur Rahman,11.0,,South Africa Vs Bangladesh,9,Bangladesh,notout,T20I   1847
1,0,75 00,12,KL Rahul,1.0,lbw b van Meekeren,India Vs Netherlands,9,India,out,T20I   1848
4,3,135 89,39,Rohit Sharma c ,2.0,c Ackermann b Klaassen,India Vs Netherlands,53,India,out,T20I   1848
3,2,140 90,44,Virat Kohli,3.0,,India Vs Netherlands,62,India,notout,T20I   1848
7,1,204 00,25,Suryakumar Yadav,4.0,,India Vs Netherlands,51,India,notout,T20I   1848
0,0,11 11,9,Vikramjit Singh,1.0, b Kumar,India Vs Netherlands,1,Netherlands,out,T20I   1848
3,0,160 00,10,Max O Dowd,2.0, b Patel,India Vs Netherlands,16,Netherlands,out,T20I   1848
0,0,69 56,23,Bas de Leede,3.0,c Pandya b Patel,India Vs Netherlands,16,Netherlands,out,T20I   1848
1,0,80 95,21,Colin Ackermann,4.0,c Patel b Ashwin,India Vs Netherlands,17,Netherlands,out,T20I   1848
0,0,75 00,12,Tom Cooper,5.0,c sub  DJ Hooda  b Ashwin,India Vs Netherlands,9,Netherlands,out,T20I   1848
0,0,62 50,8,Scott Edwards c  ,6.0,c sub  DJ Hooda  b Kumar,India Vs Netherlands,5,Netherlands,out,T20I   1848
1,1,133 33,15,Tim Pringle,7.0,c Kohli b Mohammed Shami,India Vs Netherlands,20,Netherlands,out,T20I   1848
0,0,60 00,5,Logan van Beek,8.0,c  Karthik b Arshdeep Singh,India Vs Netherlands,3,Netherlands,out,T20I   1848
2,0,145 45,11,Shariz Ahmad,9.0,,India Vs Netherlands,16,Netherlands,notout,T20I   1848
0,0,0 00,1,Fred Klaassen,10.0,lbw b Arshdeep Singh,India Vs Netherlands,0,Netherlands,out,T20I   1848
3,0,233 33,6,Paul van Meekeren,11.0,,India Vs Netherlands,14,Netherlands,notout,T20I   1848
3,0,130 76,13,Wessly Madhevere,1.0,lbw b Mohammad Wasim,Zimbabwe Vs Pakistan,17,Zimbabwe,out,T20I   1849
2,0,100 00,19,Craig Ervine c ,2.0,c Mohammad Wasim b Haris Rauf,Zimbabwe Vs Pakistan,19,Zimbabwe,out,T20I   1849
1,0,80 00,10,Milton Shumba,3.0,c   b Shadab Khan,Zimbabwe Vs Pakistan,8,Zimbabwe,out,T20I   1849
3,0,110 71,28,Sean Williams,4.0, b Shadab Khan,Zimbabwe Vs Pakistan,31,Zimbabwe,out,T20I   1849
1,0,56 25,16,Sikandar Raza,5.0,c Haris Rauf b Mohammad Wasim,Zimbabwe Vs Pakistan,9,Zimbabwe,out,T20I   1849
0,0,0 00,1,Regis Chakabva ,6.0,c Babar Azam b Shadab Khan,Zimbabwe Vs Pakistan,0,Zimbabwe,out,T20I   1849
0,0,66 66,15,Ryan Burl,7.0,,Zimbabwe Vs Pakistan,10,Zimbabwe,notout,T20I   1849
0,0,0 00,1,Luke Jongwe,8.0, b Mohammad Wasim,Zimbabwe Vs Pakistan,0,Zimbabwe,out,T20I   1849
0,1,126 66,15,Brad Evans,9.0, b Mohammad Wasim,Zimbabwe Vs Pakistan,19,Zimbabwe,out,T20I   1849
0,0,150 00,2,Richard Ngarava,10.0,,Zimbabwe Vs Pakistan,3,Zimbabwe,notout,T20I   1849
1,1,87 50,16,Mohammad Rizwan ,1.0, b Muzarabani,Zimbabwe Vs Pakistan,14,Pakistan,out,T20I   1849
1,0,44 44,9,Babar Azam c ,2.0,c Burl b Evans,Zimbabwe Vs Pakistan,4,Pakistan,out,T20I   1849
3,0,115 78,38,Shan Masood,3.0,st  Chakabva b Sikandar Raza,Zimbabwe Vs Pakistan,44,Pakistan,out,T20I   1849
1,0,50 00,10,Iftikhar Ahmed,4.0,c  Chakabva b Jongwe,Zimbabwe Vs Pakistan,5,Pakistan,out,T20I   1849
0,1,121 42,14,Shadab Khan,5.0,c Williams b Sikandar Raza,Zimbabwe Vs Pakistan,17,Pakistan,out,T20I   1849
0,0,0 00,1,Haider Ali,6.0,lbw b Sikandar Raza,Zimbabwe Vs Pakistan,0,Pakistan,out,T20I   1849
1,1,122 22,18,Mohammad Nawaz,7.0,c Ervine b Evans,Zimbabwe Vs Pakistan,22,Pakistan,out,T20I   1849
2,0,92 30,13,Mohammad Wasim,8.0,,Zimbabwe Vs Pakistan,12,Pakistan,notout,T20I   1849
0,0,100 00,1,Shaheen Shah Afridi,9.0,run out  Sikandar Raza  Chakabva ,Zimbabwe Vs Pakistan,1,Pakistan,out,T20I   1849
0,0,33 33,3,Finn Allen,1.0, b Theekshana,New Zealand Vs Sri Lanka,1,New Zealand,out,T20I   1850
0,0,25 00,4,Devon Conway ,2.0, b DM de Silva,New Zealand Vs Sri Lanka,1,New Zealand,out,T20I   1850
1,0,61 53,13,Kane Williamson c ,3.0,c  Mendis b Rajitha,New Zealand Vs Sri Lanka,8,New Zealand,out,T20I   1850
10,4,162 50,64,Glenn Phillips,4.0,c Shanaka b Kumara,New Zealand Vs Sri Lanka,104,New Zealand,out,T20I   1850
0,0,91 66,24,Daryl Mitchell,5.0, b PWH de Silva,New Zealand Vs Sri Lanka,22,New Zealand,out,T20I   1850
0,0,62 50,8,James Neesham,6.0,c Shanaka b Rajitha,New Zealand Vs Sri Lanka,5,New Zealand,out,T20I   1850
0,1,220 00,5,Mitchell Santner,7.0,,New Zealand Vs Sri Lanka,11,New Zealand,notout,T20I   1850
0,0,100 00,1,Ish Sodhi,8.0,run out  sub  KNA Bandara   Mendis ,New Zealand Vs Sri Lanka,1,New Zealand,out,T20I   1850
1,0,400 00,1,Tim Southee,9.0,,New Zealand Vs Sri Lanka,4,New Zealand,notout,T20I   1850
0,0,0 00,5,Pathum Nissanka,1.0,lbw b Southee,New Zealand Vs Sri Lanka,0,Sri Lanka,out,T20I   1850
1,0,133 33,3,Kusal Mendis ,2.0,c  Conway b Boult,New Zealand Vs Sri Lanka,4,Sri Lanka,out,T20I   1850
0,0,0 00,3,Dhananjaya de Silva,3.0, b Boult,New Zealand Vs Sri Lanka,0,Sri Lanka,out,T20I   1850
0,0,50 00,8,Charith Asalanka,4.0,c Allen b Boult,New Zealand Vs Sri Lanka,4,Sri Lanka,out,T20I   1850
3,2,154 54,22,Bhanuka Rajapaksa,5.0,c Williamson b Ferguson,New Zealand Vs Sri Lanka,34,Sri Lanka,out,T20I   1850
0,0,37 50,8,Chamika Karunaratne,6.0,c Boult b Santner,New Zealand Vs Sri Lanka,3,Sri Lanka,out,T20I   1850
4,1,109 37,32,Dasun Shanaka c ,7.0,c Mitchell b Boult,New Zealand Vs Sri Lanka,35,Sri Lanka,out,T20I   1850
1,0,66 66,6,Wanindu Hasaranga de Silva,8.0,c Williamson b Sodhi,New Zealand Vs Sri Lanka,4,Sri Lanka,out,T20I   1850
0,0,0 00,3,Maheesh Theekshana,9.0,c Neesham b Santner,New Zealand Vs Sri Lanka,0,Sri Lanka,out,T20I   1850
0,0,38 09,21,Kasun Rajitha,10.0,,New Zealand Vs Sri Lanka,8,Sri Lanka,notout,T20I   1850
1,0,80 00,5,Lahiru Kumara,11.0,st  Conway b Sodhi,New Zealand Vs Sri Lanka,4,Sri Lanka,out,T20I   1850
7,1,129 09,55,Najmul Hossain Shanto,1.0,c Ervine b Sikandar Raza,Bangladesh Vs Zimbabwe,71,Bangladesh,out,T20I   1851
0,0,0 00,2,Soumya Sarkar,2.0,c  Chakabva b Muzarabani,Bangladesh Vs Zimbabwe,0,Bangladesh,out,T20I   1851
3,0,116 66,12,Litton Das,3.0,c Chatara b Muzarabani,Bangladesh Vs Zimbabwe,14,Bangladesh,out,T20I   1851
1,0,115 00,20,Shakib Al Hasan c ,4.0,c Muzarabani b Williams,Bangladesh Vs Zimbabwe,23,Bangladesh,out,T20I   1851
1,1,152 63,19,Afif Hossain,5.0,lbw b Ngarava,Bangladesh Vs Zimbabwe,29,Bangladesh,out,T20I   1851
0,0,70 00,10,Mosaddek Hossain,6.0,c Chatara b Ngarava,Bangladesh Vs Zimbabwe,7,Bangladesh,out,T20I   1851
0,0,100 00,1,Nurul Hasan ,7.0,run out  Williams  Chakabva ,Bangladesh Vs Zimbabwe,1,Bangladesh,out,T20I   1851
0,0,100 00,1,Yasir Ali,8.0,,Bangladesh Vs Zimbabwe,1,Bangladesh,notout,T20I   1851
1,0,133 33,3,Wessly Madhevere,1.0,c Mustafizur Rahman b Taskin Ahmed,Bangladesh Vs Zimbabwe,4,Zimbabwe,out,T20I   1851
2,0,114 28,7,Craig Ervine c ,2.0,c  Nurul Hasan b Taskin Ahmed,Bangladesh Vs Zimbabwe,8,Zimbabwe,out,T20I   1851
1,0,53 33,15,Milton Shumba,3.0,c Shakib Al Hasan b Mustafizur Rahman,Bangladesh Vs Zimbabwe,8,Zimbabwe,out,T20I   1851
8,0,152 38,42,Sean Williams,4.0,run out  Shakib Al Hasan ,Bangladesh Vs Zimbabwe,64,Zimbabwe,out,T20I   1851
0,0,0 00,3,Sikandar Raza,5.0,c Afif Hossain b Mustafizur Rahman,Bangladesh Vs Zimbabwe,0,Zimbabwe,out,T20I   1851
0,0,78 94,19,Regis Chakabva ,6.0,c  Nurul Hasan b Taskin Ahmed,Bangladesh Vs Zimbabwe,15,Zimbabwe,out,T20I   1851
2,1,108 00,25,Ryan Burl,7.0,,Bangladesh Vs Zimbabwe,27,Zimbabwe,notout,T20I   1851
0,0,100 00,2,Brad Evans,8.0,c Afif Hossain b Mosaddek Hossain,Bangladesh Vs Zimbabwe,2,Zimbabwe,out,T20I   1851
0,1,200 00,3,Richard Ngarava,9.0,st  Nurul Hasan b Mosaddek Hossain,Bangladesh Vs Zimbabwe,6,Zimbabwe,out,T20I   1851
0,0,0 00,2,Blessing Muzarabani,10.0,,Bangladesh Vs Zimbabwe,0,Zimbabwe,notout,T20I   1851
1,0,54 54,11,Stephan Myburgh,1.0,c Mohammad Wasim b Shaheen Shah Afridi,Netherlands Vs Pakistan,6,Netherlands,out,T20I   1852
0,0,61 53,13,Max O Dowd,2.0,lbw b Shadab Khan,Netherlands Vs Pakistan,8,Netherlands,out,T20I   1852
1,0,37 50,16,Bas de Leede,3.0,,Netherlands Vs Pakistan,6,Netherlands,notout,T20I   1852
0,0,50 00,2,Tom Cooper,4.0,c Mohammad Wasim b Shadab Khan,Netherlands Vs Pakistan,1,Netherlands,out,T20I   1852
2,0,100 00,27,Colin Ackermann,5.0,lbw b Shadab Khan,Netherlands Vs Pakistan,27,Netherlands,out,T20I   1852
1,0,75 00,20,Scott Edwards c  ,6.0,c Iftikhar Ahmed b Naseem Shah,Netherlands Vs Pakistan,15,Netherlands,out,T20I   1852
0,0,83 33,6,Roelof van der Merwe,7.0, b Haris Rauf,Netherlands Vs Pakistan,5,Netherlands,out,T20I   1852
0,0,62 50,8,Tim Pringle,8.0, b Mohammad Wasim,Netherlands Vs Pakistan,5,Netherlands,out,T20I   1852
0,0,66 66,9,Logan van Beek,9.0,,Netherlands Vs Pakistan,6,Netherlands,notout,T20I   1852
0,0,0 00,1,Fred Klaassen,10.0, b Mohammad Wasim,Netherlands Vs Pakistan,0,Netherlands,out,T20I   1852
0,0,100 00,7,Paul van Meekeren,11.0,run out  Shadab Khan  Mohammad Rizwan ,Netherlands Vs Pakistan,7,Netherlands,out,T20I   1852
5,0,125 64,39,Mohammad Rizwan ,1.0,c  Edwards b van Meekeren,Netherlands Vs Pakistan,49,Pakistan,out,T20I   1852
1,0,80 00,5,Babar Azam c ,2.0,run out  van der Merwe ,Netherlands Vs Pakistan,4,Pakistan,out,T20I   1852
3,0,125 00,16,Fakhar Zaman,3.0,c  Edwards b Glover,Netherlands Vs Pakistan,20,Pakistan,out,T20I   1852
0,0,75 00,16,Shan Masood,4.0,c van Meekeren b Glover,Netherlands Vs Pakistan,12,Pakistan,out,T20I   1852
0,0,120 00,5,Iftikhar Ahmed,5.0,,Netherlands Vs Pakistan,6,Pakistan,notout,T20I   1852
1,0,200 00,2,Shadab Khan,6.0,,Netherlands Vs Pakistan,4,Pakistan,notout,T20I   1852
